run_id,scenario,cycle,phase,axis,sample_count,time_start,time_end,duration,torque_mean,torque_max,torque_std,torque_rms,omega_max,accel_rms,energy,torque_slope
long_live_01,S0,11,cycle_complete,motor4,4,2041.7,2042.35,0.65,-1.89484755e-05,1.89484755e-05,0,1.89484755e-05,0,0,0,0
long_live_01,S0,11,grip_contact,motor1,15,1858.15,2030.8,172.65,-11.2497475,94.1248678,34.9610292,35.5997961,0.00381802079,0.00793603107,4.90167321,0.572342147
long_live_01,S0,11,grip_contact,motor2,15,1858.15,2030.8,172.65,2221.46553,3023.48707,495.637909,2272.48518,0.00146434381,0.0047542401,101.628979,-6.25334005
long_live_01,S0,11,grip_contact,motor3,15,1858.15,2030.8,172.65,285.639854,506.484872,122.647271,309.24045,0.0120008728,0.0267519279,77.6671021,-1.58653619
long_live_01,S0,11,grip_contact,motor4,15,1858.15,2030.8,172.65,6.32795436e-05,0.000410115561,0.000147190547,0.00015564389,0.000301692585,0.00218372833,2.21354662e-06,-1.48395623e-06
long_live_01,S0,11,lift_before_pick,motor1,123,1853.65,2028.6,174.95,-9.62509839,1597.33852,526.155496,524.100677,1.4672727,0.921305658,30986.3654,-0.0798675652
long_live_01,S0,11,lift_before_pick,motor2,123,1853.65,2028.6,174.95,1704.07873,4629.77964,1174.94323,2067.16047,0.740559577,0.716466352,53019.3824,0.200243058
long_live_01,S0,11,lift_before_pick,motor3,123,1853.65,2028.6,174.95,789.268329,1022.31255,102.819584,795.883416,0.820132224,0.6850487,19958.9253,0.0903451272
long_live_01,S0,11,lift_before_pick,motor4,123,1853.65,2028.6,174.95,-0.000484600388,0.0332736765,0.0121844207,0.0121444618,0.00515994661,0.010780388,0.00213894349,-6.34512299e-05
long_live_01,S0,11,lift_with_load,motor1,149,1858.35,2032.75,174.4,0.0992926278,36.9450103,10.1388808,10.1052882,0.00104948062,0.00193431978,0.284232236,0.136169086
long_live_01,S0,11,lift_with_load,motor2,149,1858.35,2032.75,174.4,1542.77663,3268.79984,761.737812,1719.45049,0.242661881,0.250152033,23495.6194,-13.9486314
long_live_01,S0,11,lift_with_load,motor3,149,1858.35,2032.75,174.4,659.09961,879.417999,134.51718,672.596257,0.97302796,1.05209328,38445.1783,2.01147366
long_live_01,S0,11,lift_with_load,motor4,149,1858.35,2032.75,174.4,1.30775433e-05,0.00563248184,0.000586691189,0.000584865336,0.00253021739,0.00350605565,4.69539863e-05,8.90361026e-07
long_live_01,S0,11,move_to_pallet,motor1,183,1861.1,2034.65,173.55,-12.4938525,2017.68393,481.541672,480.386679,1.49533399,0.793746287,23059.9975,4.61731445
long_live_01,S0,11,move_to_pallet,motor2,183,1861.1,2034.65,173.55,1650.79682,3865.11579,912.804096,1885.14943,0.659147962,0.489640812,32254.9926,-9.26425034
long_live_01,S0,11,move_to_pallet,motor3,183,1861.1,2034.65,173.55,793.020304,1019.15612,106.781919,800.138284,0.812723303,0.624376495,17912.165,0.105572279
long_live_01,S0,11,move_to_pallet,motor4,183,1861.1,2034.65,173.55,-6.8616232e-05,0.0549635725,0.0114022817,0.0113712923,0.094246243,0.0415478503,0.00643529927,0.000160521071
long_live_01,S0,11,pallet_arrived,motor1,2,1853.15,1853.45,0.3,5.62562256,8.12997774,3.54169305,6.15787497,0.000397272185,0.00119590478,0.00105946266,16.6957012
long_live_01,S0,11,pallet_arrived,motor2,2,1853.15,1853.45,0.3,631.487255,637.243143,8.14005417,631.513487,0.00172318551,0.0084041484,0.594721688,38.3725833
long_live_01,S0,11,pallet_arrived,motor3,2,1853.15,1853.45,0.3,845.650263,853.578344,11.2119997,845.687426,0.00459033151,0.0175820568,1.26620971,52.8538733
long_live_01,S0,11,pallet_arrived,motor4,2,1853.15,1853.45,0.3,-0.000144686805,0.000289373611,0.000204618043,0.000204618043,0.000384665894,0.00179143945,2.52306189e-08,0.000964578703
long_live_01,S0,11,pallet_outfeed,motor1,12,2038.8,2041.3,2.5,2.17659074,2.20271485,0.00822705587,2.17660499,2.20202843e-06,0.00120044991,1.10769774e-06,-0.011404848
long_live_01,S0,11,pallet_outfeed,motor2,12,2038.8,2041.3,2.5,627.553807,627.581709,0.096106494,627.553814,1.68302035e-05,0.00136802406,0.00243491373,0.1332308
long_live_01,S0,11,pallet_outfeed,motor3,12,2038.8,2041.3,2.5,854.448253,854.49481,0.0146619201,854.448253,1.09917696e-05,0.000566607556,0.00214431275,-0.020324
long_live_01,S0,11,pallet_outfeed,motor4,12,2038.8,2041.3,2.5,-1.93272534e-05,2.33917949e-05,1.28033184e-06,1.93660882e-05,8.39473691e-06,0.000994261288,4.5467381e-11,1.77732776e-06
long_live_01,S0,11,pallet_removed,motor1,1,2041.5,2041.5,0,2.17420273,2.17420273,0,2.17420273,0,0,0,0
long_live_01,S0,11,pallet_removed,motor2,1,2041.5,2041.5,0,627.581709,627.581709,0,627.581709,8.8817842e-14,4.4408921e-13,0,0
long_live_01,S0,11,pallet_removed,motor3,1,2041.5,2041.5,0,854.444,854.444,0,854.444,0,0,0,0
long_live_01,S0,11,pallet_removed,motor4,1,2041.5,2041.5,0,-1.89484755e-05,1.89484755e-05,0,1.89484755e-05,0,0,0,0
long_live_01,S0,11,pick,motor1,122,1869.25,2030.6,161.35,0.0842638639,73.6218978,14.2176311,14.1594929,0.00276595321,0.00324429217,1.0708861,0.055050767
long_live_01,S0,11,pick,motor2,122,1869.25,2030.6,161.35,1569.87175,3046.09056,707.013179,1720.54284,0.240078957,0.25226062,22550.8613,8.69993073
long_live_01,S0,11,pick,motor3,122,1869.25,2030.6,161.35,526.260301,784.95702,157.734327,549.204959,0.971904878,1.13114295,39141.8267,-2.75097905
long_live_01,S0,11,pick,motor4,122,1869.25,2030.6,161.35,-1.95555901e-05,0.00116126974,0.000278775558,0.000278318555,0.0018418768,0.00450500712,2.18226683e-05,7.84263403e-07
long_live_01,S0,11,place,motor1,177,1864.65,2037.4,172.75,-31.7435746,154.80647,44.8803612,54.8682187,0.00133616598,0.00182132771,0.987686177,0.448205438
long_live_01,S0,11,place,motor2,177,1864.65,2037.4,172.75,2468.60141,4648.71156,998.373632,2661.78727,0.26160798,0.285536385,14820.2869,-15.145925
long_live_01,S0,11,place,motor3,177,1864.65,2037.4,172.75,724.362708,967.974319,134.848696,736.737924,0.249810316,0.316719417,4949.58183,2.30593403
long_live_01,S0,11,place,motor4,177,1864.65,2037.4,172.75,2.63115067e-06,0.00114478247,0.000296956462,0.000296128103,0.00214637864,0.00400856151,2.48759839e-05,-1.8175127e-06
long_live_01,S0,11,return_home,motor1,1,2038.55,2038.55,0,-10.3770895,10.3770895,0,10.3770895,0.00104181984,0.00405519223,0,0
long_live_01,S0,11,return_home,motor2,1,2038.55,2038.55,0,642.379585,642.379585,0,642.379585,0.00120145771,0.0058994545,0,0
long_live_01,S0,11,return_home,motor3,1,2038.55,2038.55,0,879.306664,879.306664,0,879.306664,0.000501566278,0.0297975252,0,0
long_live_01,S0,11,return_home,motor4,1,2038.55,2038.55,0,-0.000445387475,0.000445387475,0,0.000445387475,0.000869411166,0.0032791877,0,0
long_live_01,S0,11,return_home_between_layers,motor1,24,1900.35,2038.3,137.95,-1.91432822,47.2560086,15.5853619,15.376839,0.000240454126,0.000772845719,0.0648994816,0.364371777
long_live_01,S0,11,return_home_between_layers,motor2,24,1900.35,2038.3,137.95,1253.81117,3556.18479,1032.80138,1610.67569,0.495783143,0.513383318,28355.6321,-19.1942225
long_live_01,S0,11,return_home_between_layers,motor3,24,1900.35,2038.3,137.95,767.33073,943.356812,117.537329,775.90969,0.818220259,0.994750411,23887.1843,2.28649273
long_live_01,S0,11,return_home_between_layers,motor4,24,1900.35,2038.3,137.95,5.54993706e-05,0.00359625981,0.000935827263,0.000917802985,0.00301053056,0.00989641738,8.40621425e-05,-1.55573273e-06
long_live_01,S0,11,unknown,motor1,7,1856.4,1857.9,1.5,-13.7940297,36.2115829,18.0868474,21.6950656,0.00059222635,0.00097158029,0.00790702472,-9.17807767
long_live_01,S0,11,unknown,motor2,7,1856.4,1857.9,1.5,2530.92026,3051.80235,576.400586,2586.5677,0.234792345,0.307831344,387.949275,788.76318
long_live_01,S0,11,unknown,motor3,7,1856.4,1857.9,1.5,599.203545,719.731146,95.8120713,605.733786,0.610932824,0.779185126,274.770488,-152.795864
long_live_01,S0,11,unknown,motor4,7,1856.4,1857.9,1.5,4.47442669e-06,0.000143929075,7.42209549e-05,6.8860775e-05,0.00114967651,0.00290239261,6.64936571e-08,-5.55437827e-05
long_live_01,S0,12,cycle_complete,motor1,8,2221.45,2221.45,0,0,0,0,0,3.08777892e-08,1.38679986e-07,0,0
long_live_01,S0,12,cycle_complete,motor2,8,2221.45,2221.45,0,0,0,0,0,2.04589474e-06,0,0,0
long_live_01,S0,12,cycle_complete,motor3,8,2221.45,2221.45,0,0,0,0,0,1.26125244e-06,0,0,0
long_live_01,S0,12,cycle_complete,motor4,8,2221.45,2221.45,0,0,0,0,0,3.27465175e-06,0,0,0
long_live_01,S0,12,grip_contact,motor1,9,2081.4,2204.4,123,-6.27247936,94.1253948,33.0470199,31.7821406,0.00381926304,0.00778178598,5.79263091,-0.00433105236
long_live_01,S0,12,grip_contact,motor2,9,2081.4,2204.4,123,2171.46122,3023.73838,480.686462,2218.24931,0.00225555156,0.00978700147,241.465899,-0.0903660976
long_live_01,S0,12,grip_contact,motor3,9,2081.4,2204.4,123,282.486022,506.555708,118.925456,303.924567,0.0352023848,0.093582791,318.198449,-0.00996204878
long_live_01,S0,12,grip_contact,motor4,9,2081.4,2204.4,123,5.78866667e-08,0.000149002735,9.80700038e-05,9.24613044e-05,0.000300483464,0.00168339032,6.07448621e-07,1.20457784e-06
long_live_01,S0,12,lift_before_pick,motor1,124,2043.2,2211.45,168.25,0.164017121,1552.31984,516.55997,514.472877,1.46727879,0.915348761,27366.8445,-1.45001568
long_live_01,S0,12,lift_before_pick,motor2,124,2043.2,2211.45,168.25,1699.09695,4923.89071,1155.25156,2052.01697,0.778084673,0.661641412,53828.7845,0.567352493
long_live_01,S0,12,lift_before_pick,motor3,124,2043.2,2211.45,168.25,796.001103,1012.99094,95.9877355,801.721335,0.820089621,0.64649822,19955.4241,0.331456695
long_live_01,S0,12,lift_before_pick,motor4,124,2043.2,2211.45,168.25,-9.13523406e-05,0.0343890755,0.0121746628,0.0121258162,0.00542077631,0.0095652716,0.00162885253,-9.69623632e-05
long_live_01,S0,12,lift_with_load,motor1,153,2047.7,2215.5,167.8,0.839807959,36.128426,9.22377852,9.23186339,0.00104948576,0.00231874318,0.308802081,0.141509794
